route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
30426,WEEKEND,242_0_WE_3,SHP_30426_0,D11,0
30426,WEEKEND,242_0_WE_4,SHP_30426_0,D11,0
30426,WEEKEND,242_0_WE_5,SHP_30426_0,D11,0
30426,WEEKEND,242_0_WE_6,SHP_30426_0,D11,0
30426,WEEKEND,242_0_WE_7,SHP_30426_0,D11,0
30426,WEEKEND,242_0_WE_8,SHP_30426_0,D11,0
30426,WEEKEND,242_0_WE_9,SHP_30426_0,D11,0
30426,WEEKEND,242_0_WE_10,SHP_30426_0,D11,0
30426,WEEKEND,242_0_WE_11,SHP_30426_0,D11,0
30426,WEEKEND,242_0_WE_12,SHP_30426_0,D11,0
30426,WEEKEND,242_0_WE_13,SHP_30426_0,D11,0
30426,WEEKDAY,242_1_WD_1,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_2,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_3,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_4,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_5,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_6,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_7,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_8,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_9,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_10,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_11,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_12,SHP_30426_1,D11,1
30426,WEEKDAY,242_1_WD_13,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_1,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_2,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_3,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_4,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_5,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_6,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_7,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_8,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_9,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_10,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_11,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_12,SHP_30426_1,D11,1
30426,WEEKEND,242_1_WE_13,SHP_30426_1,D11,1
30427,WEEKDAY,243_0_WD_1,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_2,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_3,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_4,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_5,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_6,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_7,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_8,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_9,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_10,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_11,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_12,SHP_30427_0,D12,0
30427,WEEKDAY,243_0_WD_13,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_1,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_2,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_3,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_4,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_5,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_6,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_7,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_8,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_9,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_10,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_11,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_12,SHP_30427_0,D12,0
30427,WEEKEND,243_0_WE_13,SHP_30427_0,D12,0
30427,WEEKDAY,243_1_WD_1,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_2,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_3,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_4,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_5,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_6,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_7,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_8,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_9,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_10,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_11,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_12,SHP_30427_1,D12,1
30427,WEEKDAY,243_1_WD_13,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_1,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_2,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_3,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_4,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_5,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_6,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_7,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_8,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_9,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_10,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_11,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_12,SHP_30427_1,D12,1
30427,WEEKEND,243_1_WE_13,SHP_30427_1,D12,1
30428,WEEKDAY,244_0_WD_1,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_2,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_3,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_4,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_5,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_6,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_7,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_8,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_9,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_10,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_11,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_12,SHP_30428_0,D13,0
30428,WEEKDAY,244_0_WD_13,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_1,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_2,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_3,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_4,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_5,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_6,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_7,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_8,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_9,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_10,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_11,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_12,SHP_30428_0,D13,0
30428,WEEKEND,244_0_WE_13,SHP_30428_0,D13,0
30428,WEEKDAY,244_1_WD_1,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_2,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_3,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_4,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_5,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_6,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_7,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_8,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_9,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_10,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_11,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_12,SHP_30428_1,D13,1
30428,WEEKDAY,244_1_WD_13,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_1,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_2,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_3,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_4,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_5,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_6,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_7,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_8,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_9,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_10,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_11,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_12,SHP_30428_1,D13,1
30428,WEEKEND,244_1_WE_13,SHP_30428_1,D13,1
30429,WEEKDAY,245_0_WD_1,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_2,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_3,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_4,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_5,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_6,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_7,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_8,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_9,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_10,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_11,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_12,SHP_30429_0,D20,0
30429,WEEKDAY,245_0_WD_13,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_1,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_2,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_3,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_4,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_5,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_6,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_7,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_8,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_9,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_10,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_11,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_12,SHP_30429_0,D20,0
30429,WEEKEND,245_0_WE_13,SHP_30429_0,D20,0
30429,WEEKDAY,245_1_WD_1,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_2,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_3,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_4,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_5,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_6,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_7,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_8,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_9,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_10,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_11,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_12,SHP_30429_1,D20,1
30429,WEEKDAY,245_1_WD_13,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_1,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_2,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_3,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_4,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_5,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_6,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_7,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_8,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_9,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_10,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_11,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_12,SHP_30429_1,D20,1
30429,WEEKEND,245_1_WE_13,SHP_30429_1,D20,1
30430,WEEKDAY,246_0_WD_1,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_2,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_3,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_4,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_5,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_6,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_7,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_8,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_9,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_10,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_11,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_12,SHP_30430_0,D21,0
30430,WEEKDAY,246_0_WD_13,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_1,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_2,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_3,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_4,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_5,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_6,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_7,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_8,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_9,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_10,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_11,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_12,SHP_30430_0,D21,0
30430,WEEKEND,246_0_WE_13,SHP_30430_0,D21,0
30430,WEEKDAY,246_1_WD_1,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_2,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_3,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_4,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_5,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_6,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_7,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_8,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_9,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_10,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_11,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_12,SHP_30430_1,D21,1
30430,WEEKDAY,246_1_WD_13,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_1,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_2,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_3,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_4,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_5,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_6,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_7,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_8,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_9,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_10,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_11,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_12,SHP_30430_1,D21,1
30430,WEEKEND,246_1_WE_13,SHP_30430_1,D21,1
30431,WEEKDAY,247_0_WD_1,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_2,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_3,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_4,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_5,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_6,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_7,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_8,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_9,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_10,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_11,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_12,SHP_30431_0,D30,0
30431,WEEKDAY,247_0_WD_13,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_1,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_2,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_3,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_4,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_5,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_6,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_7,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_8,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_9,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_10,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_11,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_12,SHP_30431_0,D30,0
30431,WEEKEND,247_0_WE_13,SHP_30431_0,D30,0
30431,WEEKDAY,247_1_WD_1,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_2,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_3,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_4,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_5,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_6,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_7,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_8,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_9,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_10,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_11,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_12,SHP_30431_1,D30,1
30431,WEEKDAY,247_1_WD_13,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_1,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_2,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_3,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_4,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_5,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_6,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_7,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_8,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_9,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_10,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_11,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_12,SHP_30431_1,D30,1
30431,WEEKEND,247_1_WE_13,SHP_30431_1,D30,1
30432,WEEKDAY,248_0_WD_1,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_2,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_3,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_4,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_5,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_6,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_7,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_8,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_9,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_10,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_11,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_12,SHP_30432_0,D31,0
30432,WEEKDAY,248_0_WD_13,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_1,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_2,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_3,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_4,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_5,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_6,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_7,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_8,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_9,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_10,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_11,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_12,SHP_30432_0,D31,0
30432,WEEKEND,248_0_WE_13,SHP_30432_0,D31,0
30432,WEEKDAY,248_1_WD_1,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_2,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_3,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_4,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_5,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_6,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_7,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_8,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_9,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_10,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_11,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_12,SHP_30432_1,D31,1
30432,WEEKDAY,248_1_WD_13,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_1,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_2,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_3,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_4,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_5,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_6,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_7,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_8,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_9,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_10,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_11,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_12,SHP_30432_1,D31,1
30432,WEEKEND,248_1_WE_13,SHP_30432_1,D31,1
